,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
169,0.855,0.920576,0.919263,0.965432,0.868055,0.914157,0.844762,10057,306,1299,8546,0.029528,0.131945,0.970472,20208,0.487183,0.438044,26286.0
170,0.86,0.920081,0.918733,0.966342,0.866125,0.913493,0.84399,10066,297,1318,8527,0.02866,0.133875,0.97134,20208,0.487183,0.436659,26657.0
171,0.865,0.919537,0.918164,0.966723,0.864601,0.912815,0.843049,10070,293,1333,8512,0.028274,0.135399,0.971726,20208,0.487183,0.435719,26953.0
172,0.87,0.918696,0.917275,0.967724,0.861859,0.911728,0.841666,10080,283,1360,8485,0.027309,0.138141,0.972691,20208,0.487183,0.433888,27483.0
173,0.875,0.917805,0.916346,0.968299,0.859421,0.910617,0.840131,10086,277,1384,8461,0.02673,0.140579,0.97327,20208,0.487183,0.432403,27957.0
174,0.88,0.916865,0.915358,0.969199,0.856577,0.909414,0.838566,10095,268,1412,8433,0.025861,0.143423,0.974139,20208,0.487183,0.430572,28508.0
175,0.885,0.915875,0.914319,0.970103,0.853631,0.908148,0.836921,10104,259,1441,8404,0.024993,0.146369,0.975007,20208,0.487183,0.428692,29079.0
176,0.89,0.915825,0.914228,0.971842,0.851905,0.90793,0.837139,10120,243,1458,8387,0.023449,0.148095,0.976551,20208,0.487183,0.427059,29403.0
177,0.895,0.915133,0.913491,0.972894,0.849467,0.907001,0.836075,10130,233,1482,8363,0.022484,0.150533,0.977516,20208,0.487183,0.425376,29873.0
178,0.9,0.914044,0.912346,0.974041,0.846115,0.905582,0.834323,10141,222,1515,8330,0.021422,0.153885,0.978578,20208,0.487183,0.423199,30522.0
179,0.905,0.912955,0.911209,0.974865,0.843068,0.904189,0.832519,10149,214,1545,8300,0.02065,0.156932,0.97935,20208,0.487183,0.421318,31114.0
180,0.91,0.911273,0.909469,0.975325,0.839106,0.902102,0.829589,10154,209,1584,8261,0.020168,0.160894,0.979832,20208,0.487183,0.419141,31889.0
181,0.915,0.909838,0.907966,0.976595,0.834942,0.90023,0.827276,10166,197,1625,8220,0.01901,0.165058,0.98099,20208,0.487183,0.416518,32697.0
182,0.92,0.908205,0.906277,0.977072,0.831082,0.898183,0.824462,10171,192,1663,8182,0.018527,0.168918,0.981473,20208,0.487183,0.41439,33452.0
183,0.925,0.906819,0.904827,0.978256,0.82712,0.896362,0.822248,10182,181,1702,8143,0.017466,0.17288,0.982534,20208,0.487183,0.411916,34221.0
184,0.93,0.905681,0.903636,0.979235,0.82387,0.894859,0.820442,10191,172,1734,8111,0.016598,0.17613,0.983402,20208,0.487183,0.409887,34852.0
185,0.935,0.904097,0.902001,0.979619,0.820213,0.892857,0.817728,10195,168,1770,8075,0.016212,0.179787,0.983788,20208,0.487183,0.407908,35568.0
186,0.94,0.901623,0.899436,0.980668,0.814119,0.889666,0.813606,10205,158,1830,8015,0.015247,0.185881,0.984753,20208,0.487183,0.404444,36758.0
187,0.945,0.899198,0.89693,0.981381,0.808431,0.88655,0.809519,10212,151,1886,7959,0.014571,0.191569,0.985429,20208,0.487183,0.401326,37871.0
188,0.95,0.897417,0.895071,0.982733,0.803555,0.884158,0.806727,10224,139,1934,7911,0.013413,0.196445,0.986587,20208,0.487183,0.398357,38819.0
189,0.955,0.894497,0.892057,0.983452,0.796851,0.880373,0.801824,10231,132,2000,7845,0.012738,0.203149,0.987262,20208,0.487183,0.394745,40132.0
190,0.96,0.891528,0.888989,0.984306,0.789944,0.876479,0.796895,10239,124,2068,7777,0.011966,0.210056,0.988034,20208,0.487183,0.390984,41484.0
191,0.965,0.888707,0.886069,0.985429,0.783139,0.872715,0.79232,10249,114,2135,7710,0.011001,0.216861,0.988999,20208,0.487183,0.387173,42814.0
192,0.97,0.884303,0.881524,0.98652,0.773083,0.866856,0.785056,10259,104,2234,7611,0.010036,0.226917,0.989964,20208,0.487183,0.381779,44784.0
193,0.975,0.880938,0.87804,0.987931,0.764957,0.862262,0.779701,10271,92,2314,7531,0.008878,0.235043,0.991122,20208,0.487183,0.377227,46372.0
194,0.98,0.876534,0.873479,0.989869,0.754292,0.856171,0.772776,10287,76,2419,7426,0.007334,0.245708,0.992666,20208,0.487183,0.371239,48456.0
195,0.985,0.869062,0.865787,0.990863,0.73804,0.845966,0.760492,10296,67,2579,7266,0.006465,0.26196,0.993535,20208,0.487183,0.362876,51647.0
196,0.99,0.859412,0.855843,0.992823,0.716607,0.832399,0.745002,10312,51,2790,7055,0.004921,0.283393,0.995079,20208,0.487183,0.351643,55851.0
