,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
85,0.435,0.963729,0.953095,0.964825,0.98253,0.973597,0.91608,10345,855,417,23452,0.076339,0.01747,0.923661,35069,0.68063,0.693119,9195.0
86,0.44,0.9639,0.953505,0.965293,0.982278,0.973712,0.916483,10357,843,423,23446,0.075268,0.017722,0.924732,35069,0.68063,0.692606,9303.0
87,0.445,0.963985,0.953781,0.965642,0.982027,0.973766,0.916686,10366,834,429,23440,0.074464,0.017973,0.925536,35069,0.68063,0.692178,9414.0
88,0.45,0.964042,0.953918,0.965799,0.981943,0.973804,0.916821,10370,830,431,23438,0.074107,0.018057,0.925893,35069,0.68063,0.692007,9450.0
89,0.455,0.964099,0.954221,0.966224,0.981566,0.973835,0.916962,10381,819,440,23429,0.073125,0.018434,0.926875,35069,0.68063,0.691437,9619.0
90,0.46,0.964213,0.954565,0.966653,0.981273,0.973908,0.917235,10392,808,447,23422,0.072143,0.018727,0.927857,35069,0.68063,0.690924,9748.0
91,0.465,0.964327,0.954815,0.966928,0.981147,0.973986,0.917505,10399,801,450,23419,0.071518,0.018853,0.928482,35069,0.68063,0.690638,9801.0
92,0.47,0.964356,0.955049,0.967277,0.980812,0.973997,0.917582,10408,792,458,23411,0.070714,0.019188,0.929286,35069,0.68063,0.690154,9952.0
93,0.475,0.964384,0.955188,0.967471,0.980644,0.974013,0.917653,10413,787,462,23407,0.070268,0.019356,0.929732,35069,0.68063,0.689897,10027.0
94,0.48,0.964356,0.955262,0.967625,0.980435,0.973988,0.917593,10417,783,467,23402,0.069911,0.019565,0.930089,35069,0.68063,0.68964,10123.0
95,0.485,0.964413,0.955517,0.967976,0.980142,0.974021,0.917737,10426,774,474,23395,0.069107,0.019858,0.930893,35069,0.68063,0.689184,10254.0
96,0.49,0.964527,0.955814,0.96833,0.979932,0.974096,0.918012,10435,765,479,23390,0.068304,0.020068,0.931696,35069,0.68063,0.688785,10345.0
97,0.495,0.964442,0.95587,0.96852,0.979597,0.974027,0.917825,10440,760,487,23382,0.067857,0.020403,0.932143,35069,0.68063,0.688414,10500.0
